Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	ENA_FIRST_PUBLIC	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	g1k_pop_code	population	AssemblyName	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_LAST_UPDATE	LibrarySource	Organism	Strain	g1k_analysis_group
RNA-Seq	150	PRJEB3366	SAMEA1573270	University of Geneva	2012-11-06	ERX179576	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12348.1.M_120209_3 extract	2012-12-05	1600	1059	ILLUMINA	2012-12-05	ERR204964	ERS185040	ERP001942	GEUV:NA12348		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573498	University of Geneva	2012-11-06	ERX179577	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19099.1.M_120209_4 extract	2013-02-21	1676	1138	ILLUMINA	2013-02-21	ERR204912	ERS185061	ERP001942	GEUV:NA19099		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573334	University of Geneva	2012-11-06	ERX179578	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20765.1.M_120209_7 extract	2013-02-21	2761	1892	ILLUMINA	2013-02-21	ERR204954	ERS185306	ERP001942	GEUV:NA20765		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573331	University of Geneva	2012-11-06	ERX179579	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12762.1.M_120209_5 extract	2012-12-05	2617	1764	ILLUMINA	2012-12-05	ERR204983	ERS185288	ERP001942	GEUV:NA12762		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573392	Leiden University Medical Center	2012-11-06	ERX179580	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12399.7.M_120219_1 extract	2013-02-22	10497	7640	ILLUMINA	2013-02-22	ERR204897	ERS185416	ERP001942	GEUV:NA12399		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573527	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX179581	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00355.5.M_120131_3 extract	2013-02-23	4452	3005	ILLUMINA	2013-02-23	ERR204953	ERS185329	ERP001942	GEUV:HG00355		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573282	University of Geneva	2012-11-06	ERX179582	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12750.1.M_120209_7 extract	2012-12-05	1835	1243	ILLUMINA	2012-12-05	ERR204943	ERS185058	ERP001942	GEUV:NA12750		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573537	University of Geneva	2012-11-06	ERX179583	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18505.1.M_120209_4 extract	2012-12-05	2293	1553	ILLUMINA	2012-12-05	ERR204952	ERS185369	ERP001942	GEUV:NA18505		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573532	University of Geneva	2012-11-06	ERX179584	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18870.1.M_120209_4 extract	2012-12-05	2287	1552	ILLUMINA	2012-12-05	ERR205017	ERS185409	ERP001942	GEUV:NA18870		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573384	University of Geneva	2012-11-06	ERX179585	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19185.1.M_120209_4 extract	2013-02-21	2041	1379	ILLUMINA	2013-02-21	ERR204971	ERS185284	ERP001942	GEUV:NA19185		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573105	University of Geneva	2012-11-06	ERX179586	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19190.1.M_120209_8 extract	2013-02-21	2669	1804	ILLUMINA	2013-02-21	ERR204997	ERS185093	ERP001942	GEUV:NA19190		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573462	Max Planck Institute for Molecular Genetics	2012-11-06	ERX179587	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00117.3.M_120202_6 extract	2013-02-22	2365	1611	ILLUMINA	2013-02-22	ERR204975	ERS185322	ERP001942	GEUV:HG00117		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573521	University of Geneva	2012-11-06	ERX179588	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00131.1.M_120209_8 extract	2012-12-05	2101	1432	ILLUMINA	2012-12-05	ERR204951	ERS185429	ERP001942	GEUV:HG00131		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573546	University of Geneva	2012-11-06	ERX179589	280	Illumina HiSeq 2000	PAIRED	cDNA	NA11995.1.M_120209_5 extract	2012-12-05	2059	1370	ILLUMINA	2012-12-05	ERR204876	ERS185494	ERP001942	GEUV:NA11995		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573504	University of Geneva	2012-11-06	ERX179590	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12283.1.M_120209_4 extract	2012-12-05	1611	1080	ILLUMINA	2012-12-05	ERR204907	ERS185142	ERP001942	GEUV:NA12283		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573407	University of Geneva	2012-11-06	ERX179591	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18916.1.M_120209_7 extract	2012-12-05	2590	1773	ILLUMINA	2012-12-05	ERR204903	ERS185088	ERP001942	GEUV:NA18916		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573383	University of Geneva	2012-11-06	ERX179592	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18487.1.M_120209_7 extract	2012-12-05	2502	1708	ILLUMINA	2012-12-05	ERR204991	ERS185377	ERP001942	GEUV:NA18487		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573162	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX179593	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20527.5.M_120131_1 extract	2013-02-23	4957	3361	ILLUMINA	2013-02-23	ERR204830	ERS185082	ERP001942	GEUV:NA20527		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573430	University of Geneva	2012-11-06	ERX179594	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00277.1.M_120209_5 extract	2012-12-05	1889	1282	ILLUMINA	2012-12-05	ERR204957	ERS185158	ERP001942	GEUV:HG00277		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573136	University of Geneva	2012-11-06	ERX179595	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00143.1.M_120209_7 extract	2012-12-05	1873	1282	ILLUMINA	2012-12-05	ERR204914	ERS185423	ERP001942	GEUV:HG00143		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573291	University of Geneva	2012-11-06	ERX179596	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12843.1.M_120209_5 extract	2012-12-05	1464	986	ILLUMINA	2012-12-05	ERR204893	ERS185207	ERP001942	GEUV:NA12843		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573527	University of Geneva	2012-11-06	ERX179597	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00355.1.M_120209_1 extract	2013-02-22	3837	2628	ILLUMINA	2013-02-22	ERR204901	ERS185329	ERP001942	GEUV:HG00355		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573423	University of Geneva	2012-11-06	ERX179598	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19114.1.M_120209_8 extract	2013-02-21	2968	2014	ILLUMINA	2013-02-21	ERR205000	ERS185281	ERP001942	GEUV:NA19114		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573309	University of Geneva	2012-11-06	ERX179599	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19113.1.M_120209_1 extract	2013-02-21	3197	2197	ILLUMINA	2013-02-21	ERR205018	ERS185413	ERP001942	GEUV:NA19113		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573111	University of Geneva	2012-11-06	ERX179600	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20532.1.M_120209_5 extract	2013-02-21	2649	1781	ILLUMINA	2013-02-21	ERR204871	ERS185081	ERP001942	GEUV:NA20532		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573470	University of Geneva	2012-11-06	ERX179601	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19095.1.M_120209_1 extract	2013-02-22	4556	3146	ILLUMINA	2013-02-22	ERR204858	ERS185037	ERP001942	GEUV:NA19095		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573087	University of Geneva	2012-11-06	ERX179602	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20798.1.M_120209_7 extract	2013-02-21	2792	1911	ILLUMINA	2013-02-21	ERR204844	ERS185388	ERP001942	GEUV:NA20798		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573275	University of Geneva	2012-11-06	ERX179603	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12282.1.M_120209_6 extract	2012-12-05	1842	1215	ILLUMINA	2012-12-05	ERR204979	ERS185430	ERP001942	GEUV:NA12282		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573534	University of Geneva	2012-11-06	ERX179604	280	Illumina HiSeq 2000	PAIRED	cDNA	NA06986.1.M_111124_7 extract	2013-02-22	3837	2730	ILLUMINA	2013-02-22	ERR204955	ERS185470	ERP001942	GEUV:NA06986		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573417	University of Geneva	2012-11-06	ERX179605	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19116.1.M_120209_3 extract	2013-02-21	2443	1636	ILLUMINA	2013-02-21	ERR204980	ERS185419	ERP001942	GEUV:NA19116		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573455	University of Geneva	2012-11-06	ERX179606	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12874.1.M_120209_3 extract	2012-12-05	1688	1116	ILLUMINA	2012-12-05	ERR204976	ERS185461	ERP001942	GEUV:NA12874		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573500	University of Geneva	2012-11-06	ERX179607	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00315.1.M_120209_5 extract	2012-12-05	1570	1067	ILLUMINA	2012-12-05	ERR204870	ERS185236	ERP001942	GEUV:HG00315		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573535	University of Geneva	2012-11-06	ERX179608	280	Illumina HiSeq 2000	PAIRED	cDNA	NA07000.1.M_120209_2 extract	2012-12-05	3892	2685	ILLUMINA	2012-12-05	ERR204881	ERS185262	ERP001942	GEUV:NA07000		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573162	Leiden University Medical Center	2012-11-06	ERX179609	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20527.7.M_120219_8 extract	2013-02-22	4116	2957	ILLUMINA	2013-02-22	ERR204874	ERS185082	ERP001942	GEUV:NA20527		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573134	University of Geneva	2012-11-06	ERX179610	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18909.1.M_120209_8 extract	2012-12-05	2208	1503	ILLUMINA	2012-12-05	ERR204896	ERS185028	ERP001942	GEUV:NA18909		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573342	University of Geneva	2012-11-06	ERX179611	280	Illumina HiSeq 2000	PAIRED	cDNA	NA10847.1.M_120209_7 extract	2012-12-05	2277	1529	ILLUMINA	2012-12-05	ERR204999	ERS185493	ERP001942	GEUV:NA10847		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573421	University of Geneva	2012-11-06	ERX179612	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19210.1.M_120209_1 extract	2013-02-21	2501	1727	ILLUMINA	2013-02-21	ERR205021	ERS185068	ERP001942	GEUV:NA19210		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573131	University of Geneva	2012-11-06	ERX179613	280	Illumina HiSeq 2000	PAIRED	cDNA	NA07346.1.M_120209_4 extract	2012-12-05	1734	1163	ILLUMINA	2012-12-05	ERR205014	ERS185346	ERP001942	GEUV:NA07346		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573114	University of Geneva	2012-11-06	ERX179614	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12043.1.M_120209_6 extract	2012-12-05	2709	1787	ILLUMINA	2012-12-05	ERR204902	ERS185386	ERP001942	GEUV:NA12043		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573520	University of Geneva	2012-11-06	ERX179615	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18873.1.M_120209_6 extract	2012-12-05	2212	1517	ILLUMINA	2012-12-05	ERR204842	ERS185327	ERP001942	GEUV:NA18873		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573242	University of Geneva	2012-11-06	ERX179616	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12154.1.M_120209_3 extract	2012-12-05	2258	1488	ILLUMINA	2012-12-05	ERR204945	ERS185043	ERP001942	GEUV:NA12154		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573447	University of Geneva	2012-11-06	ERX179617	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20756.1.M_120209_4 extract	2013-02-21	2362	1607	ILLUMINA	2013-02-21	ERR204832	ERS185407	ERP001942	GEUV:NA20756		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573301	University of Geneva	2012-11-06	ERX179618	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20538.1.M_120209_5 extract	2013-02-21	1690	1142	ILLUMINA	2013-02-21	ERR204911	ERS185116	ERP001942	GEUV:NA20538		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573246	University of Geneva	2012-11-06	ERX179619	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19141.1.M_120209_1 extract	2013-02-21	2793	1907	ILLUMINA	2013-02-21	ERR204917	ERS185434	ERP001942	GEUV:NA19141		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573097	University of Geneva	2012-11-06	ERX179620	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12842.1.M_120209_5 extract	2012-12-05	2050	1359	ILLUMINA	2012-12-05	ERR205010	ERS185389	ERP001942	GEUV:NA12842		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573377	University of Geneva	2012-11-06	ERX179621	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12144.1.M_120209_3 extract	2012-12-05	2704	1780	ILLUMINA	2012-12-05	ERR204869	ERS185495	ERP001942	GEUV:NA12144		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573109	University of Geneva	2012-11-06	ERX179622	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19108.1.M_120209_4 extract	2013-02-21	3637	2468	ILLUMINA	2013-02-21	ERR204878	ERS185359	ERP001942	GEUV:NA19108		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573100	University of Geneva	2012-11-06	ERX179623	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19209.1.M_120209_2 extract	2013-02-21	2545	1745	ILLUMINA	2013-02-21	ERR204956	ERS185343	ERP001942	GEUV:NA19209		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573519	University of Geneva	2012-11-06	ERX179624	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00114.1.M_120209_3 extract	2012-12-05	3862	2572	ILLUMINA	2012-12-05	ERR204826	ERS185155	ERP001942	GEUV:HG00114		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573485	University of Geneva	2012-11-06	ERX179625	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00375.1.M_120209_2 extract	2012-12-05	3027	2074	ILLUMINA	2012-12-05	ERR204935	ERS185222	ERP001942	GEUV:HG00375		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573395	University of Geneva	2012-11-06	ERX179626	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12777.1.M_120209_4 extract	2012-12-05	2102	1404	ILLUMINA	2012-12-05	ERR205011	ERS185496	ERP001942	GEUV:NA12777		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573110	University of Geneva	2012-11-06	ERX179627	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12006.1.M_120209_5 extract	2012-12-05	2302	1532	ILLUMINA	2012-12-05	ERR204932	ERS185344	ERP001942	GEUV:NA12006		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573450	University of Geneva	2012-11-06	ERX179628	280	Illumina HiSeq 2000	PAIRED	cDNA	NA11843.1.M_120209_5 extract	2012-12-05	2385	1593	ILLUMINA	2012-12-05	ERR205023	ERS185326	ERP001942	GEUV:NA11843		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573247	University of Geneva	2012-11-06	ERX179629	280	Illumina HiSeq 2000	PAIRED	cDNA	NA11831.1.M_120209_5 extract	2012-12-05	3262	2181	ILLUMINA	2012-12-05	ERR204931	ERS185295	ERP001942	GEUV:NA11831		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573142	University of Geneva	2012-11-06	ERX179630	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00349.1.M_120209_4 extract	2012-12-05	2685	1817	ILLUMINA	2012-12-05	ERR204857	ERS185027	ERP001942	GEUV:HG00349		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573194	University of Geneva	2012-11-06	ERX179631	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00142.1.M_120209_7 extract	2012-12-05	2784	1899	ILLUMINA	2012-12-05	ERR204982	ERS185174	ERP001942	GEUV:HG00142		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573135	University of Geneva	2012-11-06	ERX179632	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18489.1.M_120209_8 extract	2012-12-05	1977	1353	ILLUMINA	2012-12-05	ERR204949	ERS185268	ERP001942	GEUV:NA18489		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573496	University of Geneva	2012-11-06	ERX179633	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19247.1.M_120209_2 extract	2013-02-21	2570	1757	ILLUMINA	2013-02-21	ERR204880	ERS185366	ERP001942	GEUV:NA19247		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573162	Max Planck Institute for Molecular Genetics	2012-11-06	ERX179634	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20527.3.M_120202_3 extract	2013-02-22	1932	1325	ILLUMINA	2013-02-22	ERR204908	ERS185082	ERP001942	GEUV:NA20527		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573205	University of Geneva	2012-11-06	ERX179635	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12873.1.M_120209_7 extract	2012-12-05	1688	1144	ILLUMINA	2012-12-05	ERR204833	ERS185117	ERP001942	GEUV:NA12873		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573476	University of Geneva	2012-11-06	ERX179636	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19248.1.M_120209_2 extract	2013-02-21	2412	1659	ILLUMINA	2013-02-21	ERR204852	ERS185462	ERP001942	GEUV:NA19248		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573542	University of Geneva	2012-11-06	ERX179637	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12004.1.M_120209_8 extract	2012-12-05	2224	1502	ILLUMINA	2012-12-05	ERR204867	ERS185154	ERP001942	GEUV:NA12004		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573197	University of Geneva	2012-11-06	ERX179638	280	Illumina HiSeq 2000	PAIRED	cDNA	NA11930.1.M_120209_8 extract	2012-12-05	3004	2031	ILLUMINA	2012-12-05	ERR204834	ERS185438	ERP001942	GEUV:NA11930		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573527	Leiden University Medical Center	2012-11-06	ERX179639	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00355.7.M_120219_6 extract	2013-02-22	4168	2945	ILLUMINA	2013-02-22	ERR204824	ERS185329	ERP001942	GEUV:HG00355		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573187	University of Geneva	2012-11-06	ERX179640	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00378.1.M_120209_5 extract	2012-12-05	3260	2187	ILLUMINA	2012-12-05	ERR204905	ERS185047	ERP001942	GEUV:HG00378		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573162	Uppsala University	2012-11-06	ERX179641	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20527.6.M_120119_5 extract	2013-02-22	3030	2135	ILLUMINA	2013-02-22	ERR204965	ERS185082	ERP001942	GEUV:NA20527		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573344	University of Geneva	2012-11-06	ERX179642	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19213.1.M_120209_1 extract	2013-02-21	2901	1984	ILLUMINA	2013-02-21	ERR204906	ERS185371	ERP001942	GEUV:NA19213		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
