Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	drug	library_construction	source_name	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		59	PRJNA381890	SAMN06690687	GEO	sra	SRX2714078	0	NextSeq 500	SINGLE	cDNA		2017-04-06	65	30	ILLUMINA	2017-04-13	SRR5422574	SRS2105289	SRP103204	GSM2565490	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690686	GEO	sra	SRX2714079	0	NextSeq 500	SINGLE	cDNA		2017-04-06	64	29	ILLUMINA	2017-04-13	SRR5422575	SRS2105290	SRP103204	GSM2565491	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690685	GEO	sra	SRX2714080	0	NextSeq 500	SINGLE	cDNA		2017-04-06	55	25	ILLUMINA	2017-04-13	SRR5422576	SRS2105291	SRP103204	GSM2565492	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690684	GEO	sra	SRX2714081	0	NextSeq 500	SINGLE	cDNA		2017-04-06	66	30	ILLUMINA	2017-04-13	SRR5422577	SRS2105292	SRP103204	GSM2565493	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690683	GEO	sra	SRX2714082	0	NextSeq 500	SINGLE	cDNA		2017-04-06	124	57	ILLUMINA	2017-04-13	SRR5422578	SRS2105293	SRP103204	GSM2565494	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690682	GEO	sra	SRX2714083	0	NextSeq 500	SINGLE	cDNA		2017-04-06	111	51	ILLUMINA	2017-04-13	SRR5422579	SRS2105294	SRP103204	GSM2565495	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690681	GEO	sra	SRX2714084	0	NextSeq 500	SINGLE	cDNA		2017-04-06	96	44	ILLUMINA	2017-04-13	SRR5422580	SRS2105296	SRP103204	GSM2565496	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690680	GEO	sra	SRX2714085	0	NextSeq 500	SINGLE	cDNA		2017-04-06	95	43	ILLUMINA	2017-04-13	SRR5422581	SRS2105295	SRP103204	GSM2565497	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690679	GEO	sra	SRX2714086	0	NextSeq 500	SINGLE	cDNA		2017-04-06	77	35	ILLUMINA	2017-04-13	SRR5422582	SRS2105297	SRP103204	GSM2565498	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690678	GEO	sra	SRX2714087	0	NextSeq 500	SINGLE	cDNA		2017-04-06	55	25	ILLUMINA	2017-04-13	SRR5422583	SRS2105298	SRP103204	GSM2565499	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690677	GEO	sra	SRX2714088	0	NextSeq 500	SINGLE	cDNA		2017-04-06	77	35	ILLUMINA	2017-04-13	SRR5422584	SRS2105299	SRP103204	GSM2565500	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690676	GEO	sra	SRX2714089	0	NextSeq 500	SINGLE	cDNA		2017-04-06	94	43	ILLUMINA	2017-04-13	SRR5422585	SRS2105300	SRP103204	GSM2565501	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690675	GEO	sra	SRX2714090	0	NextSeq 500	SINGLE	cDNA		2017-04-06	60	27	ILLUMINA	2017-04-13	SRR5422586	SRS2105302	SRP103204	GSM2565502	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690674	GEO	sra	SRX2714091	0	NextSeq 500	SINGLE	cDNA		2017-04-06	61	28	ILLUMINA	2017-04-13	SRR5422587	SRS2105301	SRP103204	GSM2565503	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690673	GEO	sra	SRX2714092	0	NextSeq 500	SINGLE	cDNA		2017-04-06	66	30	ILLUMINA	2017-04-13	SRR5422588	SRS2105303	SRP103204	GSM2565504	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690672	GEO	sra	SRX2714093	0	NextSeq 500	SINGLE	cDNA		2017-04-06	126	58	ILLUMINA	2017-04-13	SRR5422589	SRS2105304	SRP103204	GSM2565505	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690671	GEO	sra	SRX2714094	0	NextSeq 500	SINGLE	cDNA		2017-04-06	83	38	ILLUMINA	2017-04-13	SRR5422590	SRS2105305	SRP103204	GSM2565506	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690670	GEO	sra	SRX2714095	0	NextSeq 500	SINGLE	cDNA		2017-04-06	68	31	ILLUMINA	2017-04-13	SRR5422591	SRS2105306	SRP103204	GSM2565507	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690669	GEO	sra	SRX2714096	0	NextSeq 500	SINGLE	cDNA		2017-04-06	115	52	ILLUMINA	2017-04-13	SRR5422592	SRS2105307	SRP103204	GSM2565508	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690668	GEO	sra	SRX2714097	0	NextSeq 500	SINGLE	cDNA		2017-04-06	71	33	ILLUMINA	2017-04-13	SRR5422593	SRS2105308	SRP103204	GSM2565509	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690667	GEO	sra	SRX2714098	0	NextSeq 500	SINGLE	cDNA		2017-04-06	69	31	ILLUMINA	2017-04-13	SRR5422594	SRS2105309	SRP103204	GSM2565510	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06691036	GEO	sra	SRX2714099	0	NextSeq 500	SINGLE	cDNA		2017-04-06	72	33	ILLUMINA	2017-04-13	SRR5422595	SRS2105310	SRP103204	GSM2565511	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06691035	GEO	sra	SRX2714100	0	NextSeq 500	SINGLE	cDNA		2017-04-06	61	28	ILLUMINA	2017-04-13	SRR5422596	SRS2105311	SRP103204	GSM2565512	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690889	GEO	sra	SRX2714101	0	NextSeq 500	SINGLE	cDNA		2017-04-06	61	28	ILLUMINA	2017-04-13	SRR5422597	SRS2105312	SRP103204	GSM2565513	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690888	GEO	sra	SRX2714102	0	NextSeq 500	SINGLE	cDNA		2017-04-06	60	28	ILLUMINA	2017-04-13	SRR5422598	SRS2105313	SRP103204	GSM2565514	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690887	GEO	sra	SRX2714103	0	NextSeq 500	SINGLE	cDNA		2017-04-06	70	32	ILLUMINA	2017-04-13	SRR5422599	SRS2105314	SRP103204	GSM2565515	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690886	GEO	sra	SRX2714104	0	NextSeq 500	SINGLE	cDNA		2017-04-06	66	30	ILLUMINA	2017-04-13	SRR5422600	SRS2105315	SRP103204	GSM2565516	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690885	GEO	sra	SRX2714105	0	NextSeq 500	SINGLE	cDNA		2017-04-06	67	31	ILLUMINA	2017-04-13	SRR5422601	SRS2105316	SRP103204	GSM2565517	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690884	GEO	sra	SRX2714106	0	NextSeq 500	SINGLE	cDNA		2017-04-06	77	35	ILLUMINA	2017-04-13	SRR5422602	SRS2105317	SRP103204	GSM2565518	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690883	GEO	sra	SRX2714107	0	NextSeq 500	SINGLE	cDNA		2017-04-06	95	43	ILLUMINA	2017-04-13	SRR5422603	SRS2105319	SRP103204	GSM2565519	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690882	GEO	sra	SRX2714108	0	NextSeq 500	SINGLE	cDNA		2017-04-06	44	20	ILLUMINA	2017-04-13	SRR5422604	SRS2105318	SRP103204	GSM2565520	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690881	GEO	sra	SRX2714109	0	NextSeq 500	SINGLE	cDNA		2017-04-06	87	39	ILLUMINA	2017-04-13	SRR5422605	SRS2105320	SRP103204	GSM2565521	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690880	GEO	sra	SRX2714110	0	NextSeq 500	SINGLE	cDNA		2017-04-06	71	32	ILLUMINA	2017-04-13	SRR5422606	SRS2105321	SRP103204	GSM2565522	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690879	GEO	sra	SRX2714111	0	NextSeq 500	SINGLE	cDNA		2017-04-06	82	37	ILLUMINA	2017-04-13	SRR5422607	SRS2105322	SRP103204	GSM2565523	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690878	GEO	sra	SRX2714112	0	NextSeq 500	SINGLE	cDNA		2017-04-06	55	25	ILLUMINA	2017-04-13	SRR5422608	SRS2105323	SRP103204	GSM2565524	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690877	GEO	sra	SRX2714113	0	NextSeq 500	SINGLE	cDNA		2017-04-06	65	30	ILLUMINA	2017-04-13	SRR5422609	SRS2105325	SRP103204	GSM2565525	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690876	GEO	sra	SRX2714114	0	NextSeq 500	SINGLE	cDNA		2017-04-06	67	30	ILLUMINA	2017-04-13	SRR5422610	SRS2105324	SRP103204	GSM2565526	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690875	GEO	sra	SRX2714115	0	NextSeq 500	SINGLE	cDNA		2017-04-06	58	26	ILLUMINA	2017-04-13	SRR5422611	SRS2105326	SRP103204	GSM2565527	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690874	GEO	sra	SRX2714116	0	NextSeq 500	SINGLE	cDNA		2017-04-06	55	25	ILLUMINA	2017-04-13	SRR5422612	SRS2105328	SRP103204	GSM2565528	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690873	GEO	sra	SRX2714117	0	NextSeq 500	SINGLE	cDNA		2017-04-06	77	35	ILLUMINA	2017-04-13	SRR5422613	SRS2105327	SRP103204	GSM2565529	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690872	GEO	sra	SRX2714118	0	NextSeq 500	SINGLE	cDNA		2017-04-06	107	49	ILLUMINA	2017-04-13	SRR5422614	SRS2105329	SRP103204	GSM2565530	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690871	GEO	sra	SRX2714119	0	NextSeq 500	SINGLE	cDNA		2017-04-06	90	42	ILLUMINA	2017-04-13	SRR5422615	SRS2105330	SRP103204	GSM2565531	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690866	GEO	sra	SRX2714120	0	NextSeq 500	SINGLE	cDNA		2017-04-06	71	32	ILLUMINA	2017-04-13	SRR5422616	SRS2105331	SRP103204	GSM2565532	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690865	GEO	sra	SRX2714121	0	NextSeq 500	SINGLE	cDNA		2017-04-06	88	40	ILLUMINA	2017-04-13	SRR5422617	SRS2105332	SRP103204	GSM2565533	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690864	GEO	sra	SRX2714122	0	NextSeq 500	SINGLE	cDNA		2017-04-06	81	37	ILLUMINA	2017-04-13	SRR5422618	SRS2105333	SRP103204	GSM2565534	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690870	GEO	sra	SRX2714123	0	NextSeq 500	SINGLE	cDNA		2017-04-06	67	31	ILLUMINA	2017-04-13	SRR5422619	SRS2105334	SRP103204	GSM2565535	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690869	GEO	sra	SRX2714124	0	NextSeq 500	SINGLE	cDNA		2017-04-06	100	46	ILLUMINA	2017-04-13	SRR5422620	SRS2105335	SRP103204	GSM2565536	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690868	GEO	sra	SRX2714125	0	NextSeq 500	SINGLE	cDNA		2017-04-06	62	28	ILLUMINA	2017-04-13	SRR5422621	SRS2105336	SRP103204	GSM2565537	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690867	GEO	sra	SRX2714126	0	NextSeq 500	SINGLE	cDNA		2017-04-06	97	44	ILLUMINA	2017-04-13	SRR5422622	SRS2105337	SRP103204	GSM2565538	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690863	GEO	sra	SRX2714127	0	NextSeq 500	SINGLE	cDNA		2017-04-06	80	37	ILLUMINA	2017-04-13	SRR5422623	SRS2105338	SRP103204	GSM2565539	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690862	GEO	sra	SRX2714128	0	NextSeq 500	SINGLE	cDNA		2017-04-06	84	38	ILLUMINA	2017-04-13	SRR5422624	SRS2105340	SRP103204	GSM2565540	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690861	GEO	sra	SRX2714129	0	NextSeq 500	SINGLE	cDNA		2017-04-06	73	33	ILLUMINA	2017-04-13	SRR5422625	SRS2105339	SRP103204	GSM2565541	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690860	GEO	sra	SRX2714130	0	NextSeq 500	SINGLE	cDNA		2017-04-06	100	46	ILLUMINA	2017-04-13	SRR5422626	SRS2105341	SRP103204	GSM2565542	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690859	GEO	sra	SRX2714131	0	NextSeq 500	SINGLE	cDNA		2017-04-06	117	54	ILLUMINA	2017-04-13	SRR5422627	SRS2105342	SRP103204	GSM2565543	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690857	GEO	sra	SRX2714132	0	NextSeq 500	SINGLE	cDNA		2017-04-06	87	39	ILLUMINA	2017-04-13	SRR5422628	SRS2105344	SRP103204	GSM2565544	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690856	GEO	sra	SRX2714133	0	NextSeq 500	SINGLE	cDNA		2017-04-06	100	46	ILLUMINA	2017-04-13	SRR5422629	SRS2105343	SRP103204	GSM2565545	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690855	GEO	sra	SRX2714134	0	NextSeq 500	SINGLE	cDNA		2017-04-06	93	42	ILLUMINA	2017-04-13	SRR5422630	SRS2105345	SRP103204	GSM2565546	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690854	GEO	sra	SRX2714135	0	NextSeq 500	SINGLE	cDNA		2017-04-06	100	46	ILLUMINA	2017-04-13	SRR5422631	SRS2105346	SRP103204	GSM2565547	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690853	GEO	sra	SRX2714136	0	NextSeq 500	SINGLE	cDNA		2017-04-06	96	44	ILLUMINA	2017-04-13	SRR5422632	SRS2105348	SRP103204	GSM2565548	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690852	GEO	sra	SRX2714137	0	NextSeq 500	SINGLE	cDNA		2017-04-06	84	38	ILLUMINA	2017-04-13	SRR5422633	SRS2105349	SRP103204	GSM2565549	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690851	GEO	sra	SRX2714138	0	NextSeq 500	SINGLE	cDNA		2017-04-06	66	30	ILLUMINA	2017-04-13	SRR5422634	SRS2105347	SRP103204	GSM2565550	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690850	GEO	sra	SRX2714139	0	NextSeq 500	SINGLE	cDNA		2017-04-06	75	34	ILLUMINA	2017-04-13	SRR5422635	SRS2105350	SRP103204	GSM2565551	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690849	GEO	sra	SRX2714140	0	NextSeq 500	SINGLE	cDNA		2017-04-06	52	23	ILLUMINA	2017-04-13	SRR5422636	SRS2105352	SRP103204	GSM2565552	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690848	GEO	sra	SRX2714141	0	NextSeq 500	SINGLE	cDNA		2017-04-06	79	36	ILLUMINA	2017-04-13	SRR5422637	SRS2105351	SRP103204	GSM2565553	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690847	GEO	sra	SRX2714142	0	NextSeq 500	SINGLE	cDNA		2017-04-06	79	36	ILLUMINA	2017-04-13	SRR5422638	SRS2105353	SRP103204	GSM2565554	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690846	GEO	sra	SRX2714143	0	NextSeq 500	SINGLE	cDNA		2017-04-06	81	37	ILLUMINA	2017-04-13	SRR5422639	SRS2105354	SRP103204	GSM2565555	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690845	GEO	sra	SRX2714144	0	NextSeq 500	SINGLE	cDNA		2017-04-06	83	38	ILLUMINA	2017-04-13	SRR5422640	SRS2105356	SRP103204	GSM2565556	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690844	GEO	sra	SRX2714145	0	NextSeq 500	SINGLE	cDNA		2017-04-06	67	31	ILLUMINA	2017-04-13	SRR5422641	SRS2105358	SRP103204	GSM2565557	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690843	GEO	sra	SRX2714146	0	NextSeq 500	SINGLE	cDNA		2017-04-06	75	34	ILLUMINA	2017-04-13	SRR5422642	SRS2105357	SRP103204	GSM2565558	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690842	GEO	sra	SRX2714147	0	NextSeq 500	SINGLE	cDNA		2017-04-06	199	91	ILLUMINA	2017-04-13	SRR5422643	SRS2105355	SRP103204	GSM2565559	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690841	GEO	sra	SRX2714148	0	NextSeq 500	SINGLE	cDNA		2017-04-06	163	73	ILLUMINA	2017-04-13	SRR5422644	SRS2105361	SRP103204	GSM2565560	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690840	GEO	sra	SRX2714149	0	NextSeq 500	SINGLE	cDNA		2017-04-06	123	56	ILLUMINA	2017-04-13	SRR5422645	SRS2105359	SRP103204	GSM2565561	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690834	GEO	sra	SRX2714150	0	NextSeq 500	SINGLE	cDNA		2017-04-06	123	56	ILLUMINA	2017-04-13	SRR5422646	SRS2105360	SRP103204	GSM2565562	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690833	GEO	sra	SRX2714151	0	NextSeq 500	SINGLE	cDNA		2017-04-06	147	67	ILLUMINA	2017-04-13	SRR5422647	SRS2105362	SRP103204	GSM2565563	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690832	GEO	sra	SRX2714152	0	NextSeq 500	SINGLE	cDNA		2017-04-06	98	44	ILLUMINA	2017-04-13	SRR5422648	SRS2105363	SRP103204	GSM2565564	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690839	GEO	sra	SRX2714153	0	NextSeq 500	SINGLE	cDNA		2017-04-06	110	50	ILLUMINA	2017-04-13	SRR5422649	SRS2105366	SRP103204	GSM2565565	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690838	GEO	sra	SRX2714154	0	NextSeq 500	SINGLE	cDNA		2017-04-06	66	30	ILLUMINA	2017-04-13	SRR5422650	SRS2105364	SRP103204	GSM2565566	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690837	GEO	sra	SRX2714155	0	NextSeq 500	SINGLE	cDNA		2017-04-06	106	47	ILLUMINA	2017-04-13	SRR5422651	SRS2105365	SRP103204	GSM2565567	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690836	GEO	sra	SRX2714156	0	NextSeq 500	SINGLE	cDNA		2017-04-06	128	58	ILLUMINA	2017-04-13	SRR5422652	SRS2105367	SRP103204	GSM2565568	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690835	GEO	sra	SRX2714157	0	NextSeq 500	SINGLE	cDNA		2017-04-06	113	52	ILLUMINA	2017-04-13	SRR5422653	SRS2105369	SRP103204	GSM2565569	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690831	GEO	sra	SRX2714158	0	NextSeq 500	SINGLE	cDNA		2017-04-06	107	48	ILLUMINA	2017-04-13	SRR5422654	SRS2105368	SRP103204	GSM2565570	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690830	GEO	sra	SRX2714159	0	NextSeq 500	SINGLE	cDNA		2017-04-06	166	76	ILLUMINA	2017-04-13	SRR5422655	SRS2105370	SRP103204	GSM2565571	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		59	PRJNA381890	SAMN06690829	GEO	sra	SRX2714160	0	NextSeq 500	SINGLE	cDNA		2017-04-06	118	53	ILLUMINA	2017-04-13	SRR5422656	SRS2105371	SRP103204	GSM2565572	untreated	PLATE-Seq	LnCAP cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
